13402908,VA MEDICAL CENTER - PROVIDENCE,,830 CHALKSTONE AVE,PROVIDENCE,PROVIDENCE,RI,USA,2908,GENERAL ACUTE CARE,-999,41.83213908,-71.43314954
15954660,VA MEDICAL CENTER - TOMAH,,500 E VETERANS ST,TOMAH,MONROE,WI,USA,54660,MILITARY,-999,44.00308068,-90.49331901
58796001,RESTPADD PSYCHIATRIC HEALTH FACILITY,,2750 EUREKA WAY,REDDING,SHASTA,CA,USA,96001,PSYCHIATRIC,16,40.58659539,-122.4119741
59093436,THE CHAMPION CENTER,,303 SOUTH C STREET,LOMPOC,SANTA BARBARA,CA,USA,93436,REHABILITATION,34,34.63537161,-120.4521883
21891761,KAISER ONTARIO MEDICAL CENTER CAMPUS,,2295 S. VINEYARD AVENUE,ONTARIO,SAN BERNARDINO,CA,USA,91761,GENERAL ACUTE CARE,176,34.03207956,-117.6085993
25692354,LOMA LINDA UNIV. MED. CENTER EAST CAMPUS HOSPITAL,,25333 BARTON ROAD,LOMA LINDA,SAN BERNARDINO,CA,USA,92354,GENERAL ACUTE CARE,134,34.04730564,-117.2516368
44792404,ST. BERNARDINE MEDICAL CENTER,,2101 NORTH WATERMAN AVENUE,SAN BERNARDINO,SAN BERNARDINO,CA,USA,92404,GENERAL ACUTE CARE,342,34.13467236,-117.27702
20092120,KAISER FND HOSP - SAN DIEGO,,4647 ZION AVENUE,SAN DIEGO,SAN DIEGO,CA,USA,92120,GENERAL ACUTE CARE,414,32.79156258,-117.0951595
40992037,SCRIPPS GREEN HOSPITAL,,10666 NORTH TORREY PINES ROAD,LA JOLLA,SAN DIEGO,CA,USA,92037,GENERAL ACUTE CARE,173,32.8968589,-117.2428711
41092024,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,,354 SANTA FE DRIVE,ENCINITAS,SAN DIEGO,CA,USA,92024,GENERAL ACUTE CARE,194,33.03734478,-117.2841834
42292123,SHARP MARY BIRCH HOSPITAL FOR WOMEN AND NEWBORNS,,3003 HEALTH CENTER DRIVE,SAN DIEGO,SAN DIEGO,CA,USA,92123,WOMEN,206,32.79829578,-117.1549778
51092103,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER,200 WEST ARBOR DRIVE,SAN DIEGO,SAN DIEGO,CA,USA,92103,GENERAL ACUTE CARE,390,32.75477023,-117.1657314
4894118,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,,3700 CALIFORNIA STREET,SAN FRANCISCO,SAN FRANCISCO,CA,USA,94118,GENERAL ACUTE CARE,299,37.7865092,-122.4560306
5094115,CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS,,2333 BUCHANAN STREET,SAN FRANCISCO,SAN FRANCISCO,CA,USA,94115,GENERAL ACUTE CARE,309,37.79070454,-122.4312945
46594117,"ST. MARY'S MEDICAL CENTER, SAN FRANCISCO",,450 STANYAN STREET,SAN FRANCISCO,SAN FRANCISCO,CA,USA,94117,GENERAL ACUTE CARE,403,37.77408876,-122.4537516
20595403,KAISER FND HOSP - SANTA ROSA,,401 BICENTENNIAL WAY,SANTA ROSA,SONOMA,CA,USA,95403,GENERAL ACUTE CARE,173,38.47179301,-122.7270644
19594590,KAISER FND HOSP - REHABILITATION CENTER VALLEJO,,975 SERENO DRIVE,VALLEJO,SOLANO,CA,USA,94590,GENERAL ACUTE CARE,248,38.12690208,-122.2483773
53195695,WOODLAND MEMORIAL HOSPITAL,,1325 COTTONWOOD STREET,WOODLAND,YOLO,CA,USA,95695,GENERAL ACUTE CARE,108,38.66392502,-121.7921452
1294609,ALTA BATES SUMMIT MED CTR-SUMMIT CAMPUS-SUMMIT,,3100 SUMMIT STREET,OAKLAND,ALAMEDA,CA,USA,94609,GENERAL ACUTE CARE,75,37.82013961,-122.2640042
39794578,SAN LEANDRO HOSPITAL,,13855 EAST 14TH STREET,SAN LEANDRO,ALAMEDA,CA,USA,94578,GENERAL ACUTE CARE,93,37.71228835,-122.1434937
46694545,ST. ROSE HOSPITAL,,27200 CALAROGA AVENUE,HAYWARD,ALAMEDA,CA,USA,94545,GENERAL ACUTE CARE,217,37.63344199,-122.0879125
45995204,ST. JOSEPH'S BEHAVIORAL HEALTH CENTER,,2510 NORTH CALIFORNIA STREET,STOCKTON,SAN JOAQUIN,CA,USA,95204,PSYCHIATRIC,35,37.9765963,-121.2910709
46095204,ST. JOSEPH'S MEDICAL CENTER OF STOCKTON,,1800 NORTH CALIFORNIA STREET,STOCKTON,SAN JOAQUIN,CA,USA,95204,GENERAL ACUTE CARE,364,37.97046719,-121.2881828
13291741,FOOTHILL PRESBYTERIAN HOSPITAL-JOHNSTON MEMORIAL,,250 SOUTH GRAND AVENUE,GLENDORA,LOS ANGELES,CA,USA,91741,GENERAL ACUTE CARE,105,34.13265458,-117.8712597
14791204,GLENDALE MEMORIAL HOSPITAL AND HEALTH CENTER,,1420 SOUTH CENTRAL AVENUE,GLENDALE,LOS ANGELES,CA,USA,91204,GENERAL ACUTE CARE,334,34.12816563,-118.2566432
19090027,KAISER PERMANENTE LOS ANGELES MEDICAL CENTER,,4867 SUNSET BOULEVARD,LOS ANGELES,LOS ANGELES,CA,USA,90027,GENERAL ACUTE CARE,460,34.09857365,-118.2941753
19391402,KAISER PERMANENTE PANORAMA CITY,,13652 CANTARA STREET,PANORAMA CITY,LOS ANGELES,CA,USA,91402,GENERAL ACUTE CARE,218,34.21856419,-118.4302193
36691356,PROVIDENCE TARZANA MEDICAL CENTER,,18321 CLARK STREET,TARZANA,LOS ANGELES,CA,USA,91356,GENERAL ACUTE CARE,249,34.17039322,-118.5319041
42990020,SHRINERS HOSPITAL FOR  CHILDREN - L.A.,,3160 GENEVA STREET,LOS ANGELES,LOS ANGELES,CA,USA,90020,GENERAL ACUTE CARE,60,34.06720478,-118.2863921
50190716,GARDENS REGIONAL HOSPITAL AND MEDICAL CENTER,TRI-CITY REGIONAL MEDICAL CENTER,21530 SOUTH PIONEER BOULEVARD,HAWAIIAN GARDENS,LOS ANGELES,CA,USA,90716,GENERAL ACUTE CARE,107,33.83364001,-118.079678
45295422,ST. HELENA HOSPITAL - CLEARLAKE,,15630 18TH AVE - HWY 53,CLEARLAKE,LAKE,CA,USA,95422,GENERAL ACUTE CARE,32,38.93561886,-122.6201445
6193638,VALLEY CHILDREN'S HOSPITAL,CHILDREN'S HOSPITAL CENTRAL CALIFORNIA,9300 VALLEY CHILDREN'S PLACE,MADERA,MADERA,CA,USA,93638,CHILDREN,356,36.88404783,-119.8002424
11792270,EISENHOWER MEDICAL CENTER,,39-000 BOB HOPE DRIVE,RANCHO MIRAGE,RIVERSIDE,CA,USA,92270,GENERAL ACUTE CARE,489,33.76335207,-116.4062411
15295124,GOOD SAMARITAN HOSPITAL-SAN JOSE,,2425 SAMARITAN DRIVE,SAN JOSE,SANTA CLARA,CA,USA,95124,GENERAL ACUTE CARE,404,37.25207874,-121.9465769
20495051,KAISER FND HOSP - SANTA CLARA,,700 LAWRENCE EXPRESSWAY,SANTA CLARA,SANTA CLARA,CA,USA,95051,GENERAL ACUTE CARE,327,37.33540138,-121.998873
27094304,LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD,,725 WELCH ROAD,PALO ALTO,SANTA CLARA,CA,USA,94304,GENERAL ACUTE CARE,302,37.43600458,-122.17539
19494063,KAISER FND HOSP - REDWOOD CITY,,1100 VETERANS BOULEVARD,REDWOOD CITY,SAN MATEO,CA,USA,94063,GENERAL ACUTE CARE,149,37.48884784,-122.2233901
18094520,JOHN MUIR MEDICAL CENTER-CONCORD CAMPUS,,2540 EAST STREET,CONCORD,CONTRA COSTA,CA,USA,94520,GENERAL ACUTE CARE,245,37.98308958,-122.0334968
47794509,SUTTER DELTA MEDICAL CENTER,,3901 LONE TREE WAY,ANTIOCH,CONTRA COSTA,CA,USA,94509,GENERAL ACUTE CARE,145,37.98223445,-121.8029785
19995825,KAISER FND HOSP - SACRAMENTO,,2025 MORSE AVENUE,SACRAMENTO,SACRAMENTO,CA,USA,95825,GENERAL ACUTE CARE,287,38.60179775,-121.393144
43195945,SIERRA NEVADA MEMORIAL HOSPITAL,,155 GLASSON WAY,GRASS VALLEY,NEVADA,CA,USA,95945,GENERAL ACUTE CARE,104,39.22801629,-121.0474998
24690623,LA PALMA INTERCOMMUNITY HOSPITAL,,7901 WALKER STREET,LA PALMA,ORANGE,CA,USA,90623,GENERAL ACUTE CARE,141,33.84751418,-118.0383023
13795991,FREMONT MEDICAL CENTER,,970 PLUMAS STREET,YUBA CITY,SUTTER,CA,USA,95991,GENERAL ACUTE CARE,46,39.14310632,-121.618012
10230143,PIEDMONT MOUNTAINSIDE HOSPITAL,,1266 EAST CHURCH STREET,JASPER,PICKENS,GA,USA,30143,GENERAL ACUTE CARE,48,34.45824868,-84.41291289
15530606,ST MARYS HEALTH CARE SYSTEM,,1230 BAXTER STREET,ATHENS,CLARKE,GA,USA,30606,GENERAL ACUTE CARE,165,33.94722132,-83.40525246
14130080,RIDGEVIEW INSTITUTE,,3995 SOUTH COBB DRIVE SE,SMYRNA,COBB,GA,USA,30080,PSYCHIATRIC,92,33.85644329,-84.51105483
62972949,MERCY HOSPITAL OZARK,,801 WEST RIVER STREET,OZARK,FRANKLIN,AR,USA,72949,GENERAL ACUTE CARE,-999,35.48582001,-93.83344375
502891,WESTERLY HOSPITAL,,25 WELLS ST,WESTERLY,WASHINGTON,RI,USA,2891,GENERAL ACUTE CARE,125,41.36218908,-71.82530324
1553715,ST MARYS HOSPITAL,,700 SOUTH PARK ST,MADISON,DANE,WI,USA,53715,GENERAL ACUTE CARE,440,43.05933846,-89.40142922
2154235,MINISTRY DOOR COUNTY MEDICAL CENTER,,323 SOUTH 18TH AVENUE,STURGEON BAY,DOOR,WI,USA,54235,GENERAL ACUTE CARE,25,44.8327027,-87.35333553
2254303,ST JOSEPH HOSPITAL DBA LIBERTAS,,1701 DOUSMAN ST,GREEN BAY,BROWN,WI,USA,54303,GENERAL ACUTE CARE,24,44.53382025,-88.06358371
63072758,MERCY HOSPITAL ROGERS,,2710 RIFE MEDICAL LANE,ROGERS,BENTON,AR,USA,72758,GENERAL ACUTE CARE,-999,36.30899285,-94.18297802
2753925,COLUMBUS COM HSPTL,,1515 PARK AVE,COLUMBUS,COLUMBIA,WI,USA,53925,GENERAL ACUTE CARE,25,43.32260735,-89.03537068
4354923,BERLIN MEMORIAL HOSPITAL,,225 MEMORIAL DRIVE,BERLIN,GREEN LAKE,WI,USA,54923,GENERAL ACUTE CARE,25,43.97847715,-88.94122636
5854452,GOOD SAMARITAN HLTH CTR,,601 S CENTER AVE,MERRILL,LINCOLN,WI,USA,54452,GENERAL ACUTE CARE,25,45.17563254,-89.68183128
6753132,WHEATON FRANCISCAN HEALTHCARE- FRANKLIN INC,,10101 SOUTH 27TH STREET,FRANKLIN,MILWAUKEE,WI,USA,53132,GENERAL ACUTE CARE,52,42.86001258,-87.9540681
7253226,FROEDTERT MEM LUTHERAN HSPTL,,9200 W WISCONSIN AVE,MILWAUKEE,MILWAUKEE,WI,USA,53226,GENERAL ACUTE CARE,596,43.04086156,-88.02461256
7853215,WHEATON FRANCISCAN HEALTHCARE- ST FRANCIS,,3237 S 16TH ST,MILWAUKEE,MILWAUKEE,WI,USA,53215,GENERAL ACUTE CARE,260,42.98565775,-87.93465729
8053211,SACRED HEART REHAB INST,,2301 NORTH LAKE DRIVE,MILWAUKEE,MILWAUKEE,WI,USA,53211,REHABILITATION,31,43.06081623,-87.88366036
8253213,AURORA PSYCHIATRIC HSPTL,,1220 DEWEY AVE,WAUWATOSA,MILWAUKEE,WI,USA,53213,PSYCHIATRIC,105,43.0467651,-88.00771643
9753097,COLUMBIA CENTER,,13125 N PORT WASHINGTON RD,MEQUON,OZAUKEE,WI,USA,53097,GENERAL ACUTE CARE,17,43.25667793,-87.92615796
10454024,ST CROIX REG MED CTR,,235 STATE STREET,SAINT CROIX FALLS,POLK,WI,USA,54024,GENERAL ACUTE CARE,25,45.40903243,-92.64257812
10554552,FLAMBEAU HSPTL,,98 SHERRY AVE,PARK FALLS,PRICE,WI,USA,54552,GENERAL ACUTE CARE,25,45.93031536,-90.44146647
10853405,WHEATON FRANCISCAN HEALTHCARE- ALL SAINTS,,3801 SPRING ST,RACINE,RACINE,WI,USA,53405,GENERAL ACUTE CARE,314,42.73165045,-87.82650281
11153511,BELOIT HEALTH SYSTEM,,1969 W HART RD,BELOIT,ROCK,WI,USA,53511,GENERAL ACUTE CARE,256,42.54829771,-89.00843152
11854017,WESTFIELDS HOSPITAL,,535 HOSPITAL RD,NEW RICHMOND,ST. CROIX,WI,USA,54017,GENERAL ACUTE CARE,25,45.11776075,-92.55550038
12353083,AURORA SHEBOYGAN MEM MED CTR,,2629 N 7TH ST,SHEBOYGAN,SHEBOYGAN,WI,USA,53083,GENERAL ACUTE CARE,185,43.77338685,-87.70999507
12453081,ST NICHOLAS HOSPITAL,,3100 SUPERIOR AVE,SHEBOYGAN,SHEBOYGAN,WI,USA,53081,GENERAL ACUTE CARE,185,43.7623479,-87.74753796
12554843,HAYWARD AREA MEMORIAL HOSPITAL,,11040 N STATE RD 77,HAYWARD,SAWYER,WI,USA,54843,GENERAL ACUTE CARE,25,46.0347968,-91.48574688
12754773,TRI COUNTY MEM HSPTL,,18601 LINCOLN ST PO BOX 65,WHITEHALL,TREMPEALEAU,WI,USA,54773,GENERAL ACUTE CARE,25,44.36432625,-91.3187495
13154665,VERNON MEM HSPTL,,507 SOUTH MAIN ST,VIROQUA,VERNON,WI,USA,54665,GENERAL ACUTE CARE,25,43.55167397,-90.88839128
15154904,AURORA MED CTR OSHKOSH,,855 N WESTHAVEN DRIVE,OSHKOSH,WINNEBAGO,WI,USA,54904,GENERAL ACUTE CARE,84,44.02774678,-88.59521837
72390241,PIH HOSPITAL - DOWNEY,DOWNEY REGIONAL MEDICAL CENTER,11500 BROOKSHIRE AVENUE,DOWNEY,LOS ANGELES,CA,USA,90241,GENERAL ACUTE CARE,199,33.9343518,-118.130904
72790503,PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,,4320 MARICOPA STREET,TORRANCE,LOS ANGELES,CA,USA,90503,GENERAL ACUTE CARE,115,33.83934812,-118.3597215
151753805,GUNDERSEN BOSCOBEL AREA HOSPITAL AND CLINICS,,205 PARKER ST,BOSCOBEL,GRANT,WI,USA,53805,CRITICAL ACCESS,25,43.13318413,-90.70863516
160370526,ACADIA GENERAL HOSPITAL,,1305 CROWLEY RAYNE HIGHWAY,CROWLEY,ACADIA,LA,USA,70526,GENERAL ACUTE CARE,-999,30.22600918,-92.36365071
58592354,LOMA LINDA UNIVERSITY CHILDREN'S HOSPITAL,,11234 ANDERSON STREET,LOMA LINDA,SAN BERNARDINO,CA,USA,92354,CHILDREN,343,34.05013083,-117.2640945
12480528,BANNER FORT COLLINS MEDICAL CENTER,,4700 LADY MOON DR,FORT COLLINS,LARIMER,CO,USA,80528,GENERAL ACUTE CARE,22,40.52112296,-105.0093607
3906250,"NATCHAUG HOSPITAL, INC.",,189 STORRS RD,MANSFIELD CENTER,TOLLAND,CT,USA,6250,PSYCHIATRIC,-999,41.74110392,-72.19801148
75420007,MEDSTAR-GEORGETOWN UNIVERSITY MEDICAL CENTER,,"3800 RESERVOIR ROAD, NW",WASHINGTON,DISTRICT OF COLUMBIA,DC,USA,20007,GENERAL ACUTE CARE,609,38.91195851,-77.07525457
31233525,BAYFRONT HEALTH DADE CITY,,13100 FORT KING RD,DADE CITY,PASCO,FL,USA,33525,GENERAL ACUTE CARE,120,28.34796286,-82.20072008
7233484,DELRAY MEDICAL CENTER,,5352 LINTON BLVD,DELRAY BEACH,PALM BEACH,FL,USA,33484,GENERAL ACUTE CARE,536,26.43719284,-80.12778775
36034758,POINCIANA MEDICAL CENTER,,325 CYPRESS PKWY,KISSIMMEE,OSCEOLA,FL,USA,34758,GENERAL ACUTE CARE,76,28.14478076,-81.47668786
10102118,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,,85 EAST NEWTON ST,BOSTON,SUFFOLK,MA,USA,2118,PSYCHIATRIC,-999,42.33626713,-71.07069042
9802703,ARBOUR FULLER HOSPITAL,,200 MAY STREET,ATTLEBORO,BRISTOL,MA,USA,2703,PSYCHIATRIC,103,41.92408385,-71.36112256
9702146,ARBOUR HUMAN RESOURCE INSTITUTE,,227 BABCOCK STREET,BROOKLINE,NORFOLK,MA,USA,2146,PSYCHIATRIC,66,42.35077951,-71.12124228
36232068,ST. VINCENT'S MEDICAL CENTER CLAY COUNTY,,1670 ST. VINCENT'S WAY,MIDDLEBURG,CLAY,FL,USA,32068,GENERAL ACUTE CARE,106,30.10876243,-81.83268869
36334471,HEALTHSOUTH REHABILITATION HOSPITAL OF OCALA,,2275 SW 22ND LANE,OCALA,MARION,FL,USA,34471,REHABILITATION,60,29.16587554,-82.16233494
36634997,HEALTHSOUTH REHABILITATION HOSPITAL AT MARTIN HEALTH,,5850 SE COMMUNITY DR,STUART,MARTIN,FL,USA,34997,REHABILITATION,54,27.13343729,-80.22245582
13050144,DECATUR COUNTY HOSPITAL,,1405 NORTHWEST CHURCH STREET,LEON,DECATUR,IA,USA,50144,GENERAL ACUTE CARE,25,40.75087608,-93.74547615
10502114,SHRINERS' HOSPITAL FOR CHILDREN,,51 BLOSSOM ST,BOSTON,SUFFOLK,MA,USA,2114,CHILDREN,30,42.36309255,-71.06630188
10602129,SPAULDING REHABILITATION HOSPITAL,,300 1ST AVE,BOSTON,SUFFOLK,MA,USA,2129,REHABILITATION,132,42.37850908,-71.04905555
4466032,ANDERSON COUNTY HOSPITAL,SAINT LUKE'S HOSPITAL OF  GARNETT DBA ANDERSON COUNTY HOSPITAL,421 SOUTH MAPLE STREET,GARNETT,ANDERSON,KS,USA,66032,CRITICAL ACCESS,41,38.279877,-95.25033865
7567860,KEARNY COUNTY HOSPITAL,KEARNY COUNTY HEALTH CARE FOUNDATION,500 THORPE STREET,LAKIN,KEARNY,KS,USA,67860,CRITICAL ACCESS,25,37.94659327,-101.2519299
